representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
17534862,11,84390,39832410,39832410,PASS,0.007862,tau=17534862 n=11 g_3=84390 Av_11=39832410
17534862,12,2436104,476565496,476565496,PASS,0.159249,tau=17534862 n=12 g_4=2436104 Av_12=476565496
17536482,11,84382,39832418,39832418,PASS,0.007442,tau=17536482 n=11 g_3=84382 Av_11=39832418
17536482,12,2435245,476566355,476566355,PASS,0.156536,tau=17536482 n=12 g_4=2435245 Av_12=476566355
17536842,11,84558,39832242,39832242,PASS,0.008209,tau=17536842 n=11 g_3=84558 Av_11=39832242
17536842,12,2444421,476557179,476557179,PASS,0.157972,tau=17536842 n=12 g_4=2444421 Av_12=476557179
17538462,11,84561,39832239,39832239,PASS,0.006978,tau=17538462 n=11 g_3=84561 Av_11=39832239
17538462,12,2444711,476556889,476556889,PASS,0.150681,tau=17538462 n=12 g_4=2444711 Av_12=476556889
17538642,11,84468,39832332,39832332,PASS,0.007305,tau=17538642 n=11 g_3=84468 Av_11=39832332
17538642,12,2439622,476561978,476561978,PASS,0.146675,tau=17538642 n=12 g_4=2439622 Av_12=476561978
17543682,11,84297,39832503,39832503,PASS,0.007053,tau=17543682 n=11 g_3=84297 Av_11=39832503
17543682,12,2430977,476570623,476570623,PASS,0.151196,tau=17543682 n=12 g_4=2430977 Av_12=476570623
17543826,11,84298,39832502,39832502,PASS,0.007589,tau=17543826 n=11 g_3=84298 Av_11=39832502
17543826,12,2431108,476570492,476570492,PASS,0.178034,tau=17543826 n=12 g_4=2431108 Av_12=476570492
17543862,11,84298,39832502,39832502,PASS,0.008292,tau=17543862 n=11 g_3=84298 Av_11=39832502
17543862,12,2431109,476570491,476570491,PASS,0.148432,tau=17543862 n=12 g_4=2431109 Av_12=476570491
17546382,11,84376,39832424,39832424,PASS,0.007383,tau=17546382 n=11 g_3=84376 Av_11=39832424
17546382,12,2434706,476566894,476566894,PASS,0.191878,tau=17546382 n=12 g_4=2434706 Av_12=476566894
17546823,11,84293,39832507,39832507,PASS,0.007437,tau=17546823 n=11 g_3=84293 Av_11=39832507
17546823,12,2430585,476571015,476571015,PASS,0.156619,tau=17546823 n=12 g_4=2430585 Av_12=476571015
17546832,11,84293,39832507,39832507,PASS,0.010595,tau=17546832 n=11 g_3=84293 Av_11=39832507
17546832,12,2430583,476571017,476571017,PASS,0.150247,tau=17546832 n=12 g_4=2430583 Av_12=476571017
17548326,11,84390,39832410,39832410,PASS,0.009894,tau=17548326 n=11 g_3=84390 Av_11=39832410
17548326,12,2436104,476565496,476565496,PASS,0.163742,tau=17548326 n=12 g_4=2436104 Av_12=476565496
17548362,11,84391,39832409,39832409,PASS,0.007100,tau=17548362 n=11 g_3=84391 Av_11=39832409
17548362,12,2436170,476565430,476565430,PASS,0.158288,tau=17548362 n=12 g_4=2436170 Av_12=476565430
17548623,11,84297,39832503,39832503,PASS,0.007350,tau=17548623 n=11 g_3=84297 Av_11=39832503
17548623,12,2430961,476570639,476570639,PASS,0.183188,tau=17548623 n=12 g_4=2430961 Av_12=476570639
17548632,11,84297,39832503,39832503,PASS,0.007046,tau=17548632 n=11 g_3=84297 Av_11=39832503
17548632,12,2430941,476570659,476570659,PASS,0.149878,tau=17548632 n=12 g_4=2430941 Av_12=476570659
17563428,11,84107,39832693,39832693,PASS,0.007382,tau=17563428 n=11 g_3=84107 Av_11=39832693
17563428,12,2420335,476581265,476581265,PASS,0.210602,tau=17563428 n=12 g_4=2420335 Av_12=476581265
17563482,11,84205,39832595,39832595,PASS,0.007081,tau=17563482 n=11 g_3=84205 Av_11=39832595
17563482,12,2425973,476575627,476575627,PASS,0.145329,tau=17563482 n=12 g_4=2425973 Av_12=476575627
17563824,11,84392,39832408,39832408,PASS,0.010264,tau=17563824 n=11 g_3=84392 Av_11=39832408
17563824,12,2436288,476565312,476565312,PASS,0.180690,tau=17563824 n=12 g_4=2436288 Av_12=476565312
17563842,11,84382,39832418,39832418,PASS,0.006735,tau=17563842 n=11 g_3=84382 Av_11=39832418
17563842,12,2435225,476566375,476566375,PASS,0.147642,tau=17563842 n=12 g_4=2435225 Av_12=476566375
17564328,11,84106,39832694,39832694,PASS,0.006967,tau=17564328 n=11 g_3=84106 Av_11=39832694
17564328,12,2420216,476581384,476581384,PASS,0.143619,tau=17564328 n=12 g_4=2420216 Av_12=476581384
17564382,11,84204,39832596,39832596,PASS,0.006484,tau=17564382 n=11 g_3=84204 Av_11=39832596
17564382,12,2425882,476575718,476575718,PASS,0.148240,tau=17564382 n=12 g_4=2425882 Av_12=476575718
17564823,11,84205,39832595,39832595,PASS,0.007184,tau=17564823 n=11 g_3=84205 Av_11=39832595
17564823,12,2426002,476575598,476575598,PASS,0.152338,tau=17564823 n=12 g_4=2426002 Av_12=476575598
17564832,11,84205,39832595,39832595,PASS,0.008707,tau=17564832 n=11 g_3=84205 Av_11=39832595
17564832,12,2425967,476575633,476575633,PASS,0.181736,tau=17564832 n=12 g_4=2425967 Av_12=476575633
17568324,11,84206,39832594,39832594,PASS,0.007439,tau=17568324 n=11 g_3=84206 Av_11=39832594
17568324,12,2426143,476575457,476575457,PASS,0.147392,tau=17568324 n=12 g_4=2426143 Av_12=476575457
17568342,11,84198,39832602,39832602,PASS,0.008671,tau=17568342 n=11 g_3=84198 Av_11=39832602
17568342,12,2425273,476576327,476576327,PASS,0.184592,tau=17568342 n=12 g_4=2425273 Av_12=476576327
17568423,11,84198,39832602,39832602,PASS,0.007017,tau=17568423 n=11 g_3=84198 Av_11=39832602
17568423,12,2425297,476576303,476576303,PASS,0.156902,tau=17568423 n=12 g_4=2425297 Av_12=476576303
17568432,11,84198,39832602,39832602,PASS,0.008878,tau=17568432 n=11 g_3=84198 Av_11=39832602
17568432,12,2425250,476576350,476576350,PASS,0.199036,tau=17568432 n=12 g_4=2425250 Av_12=476576350
17583462,11,84468,39832332,39832332,PASS,0.006930,tau=17583462 n=11 g_3=84468 Av_11=39832332
17583462,12,2439610,476561990,476561990,PASS,0.144189,tau=17583462 n=12 g_4=2439610 Av_12=476561990
17583624,11,84472,39832328,39832328,PASS,0.010389,tau=17583624 n=11 g_3=84472 Av_11=39832328
17583624,12,2440063,476561537,476561537,PASS,0.182331,tau=17583624 n=12 g_4=2440063 Av_12=476561537
17583642,11,84466,39832334,39832334,PASS,0.007152,tau=17583642 n=11 g_3=84466 Av_11=39832334
17583642,12,2439397,476562203,476562203,PASS,0.144930,tau=17583642 n=12 g_4=2439397 Av_12=476562203
17584326,11,84381,39832419,39832419,PASS,0.007054,tau=17584326 n=11 g_3=84381 Av_11=39832419
17584326,12,2435183,476566417,476566417,PASS,0.147094,tau=17584326 n=12 g_4=2435183 Av_12=476566417
17584362,11,84472,39832328,39832328,PASS,0.008376,tau=17584362 n=11 g_3=84472 Av_11=39832328
17584362,12,2440023,476561577,476561577,PASS,0.212899,tau=17584362 n=12 g_4=2440023 Av_12=476561577
17584623,11,84374,39832426,39832426,PASS,0.007070,tau=17584623 n=11 g_3=84374 Av_11=39832426
17584623,12,2434422,476567178,476567178,PASS,0.233007,tau=17584623 n=12 g_4=2434422 Av_12=476567178
17584632,11,84373,39832427,39832427,PASS,0.006798,tau=17584632 n=11 g_3=84373 Av_11=39832427
17584632,12,2434306,476567294,476567294,PASS,0.157896,tau=17584632 n=12 g_4=2434306 Av_12=476567294
17586324,11,84206,39832594,39832594,PASS,0.007442,tau=17586324 n=11 g_3=84206 Av_11=39832594
17586324,12,2426096,476575504,476575504,PASS,0.151251,tau=17586324 n=12 g_4=2426096 Av_12=476575504
17586342,11,84196,39832604,39832604,PASS,0.010763,tau=17586342 n=11 g_3=84196 Av_11=39832604
17586342,12,2425046,476576554,476576554,PASS,0.216531,tau=17586342 n=12 g_4=2425046 Av_12=476576554
17586423,11,84196,39832604,39832604,PASS,0.008117,tau=17586423 n=11 g_3=84196 Av_11=39832604
17586423,12,2425064,476576536,476576536,PASS,0.200851,tau=17586423 n=12 g_4=2425064 Av_12=476576536
17586432,11,84194,39832606,39832606,PASS,0.010301,tau=17586432 n=11 g_3=84194 Av_11=39832606
17586432,12,2424832,476576768,476576768,PASS,0.183679,tau=17586432 n=12 g_4=2424832 Av_12=476576768
17634582,11,84208,39832592,39832592,PASS,0.010247,tau=17634582 n=11 g_3=84208 Av_11=39832592
17634582,12,2426310,476575290,476575290,PASS,0.182462,tau=17634582 n=12 g_4=2426310 Av_12=476575290
17634852,11,84395,39832405,39832405,PASS,0.007119,tau=17634852 n=11 g_3=84395 Av_11=39832405
17634852,12,2436493,476565107,476565107,PASS,0.171860,tau=17634852 n=12 g_4=2436493 Av_12=476565107
17635482,11,84298,39832502,39832502,PASS,0.006513,tau=17635482 n=11 g_3=84298 Av_11=39832502
17635482,12,2431076,476570524,476570524,PASS,0.153532,tau=17635482 n=12 g_4=2431076 Av_12=476570524
17635842,11,84474,39832326,39832326,PASS,0.006956,tau=17635842 n=11 g_3=84474 Av_11=39832326
17635842,12,2440230,476561370,476561370,PASS,0.148890,tau=17635842 n=12 g_4=2440230 Av_12=476561370
17638452,11,84385,39832415,39832415,PASS,0.007178,tau=17638452 n=11 g_3=84385 Av_11=39832415
17638452,12,2435523,476566077,476566077,PASS,0.194612,tau=17638452 n=12 g_4=2435523 Av_12=476566077
17638542,11,84397,39832403,39832403,PASS,0.008269,tau=17638542 n=11 g_3=84397 Av_11=39832403
17638542,12,2436671,476564929,476564929,PASS,0.159953,tau=17638542 n=12 g_4=2436671 Av_12=476564929
17643582,11,84300,39832500,39832500,PASS,0.010356,tau=17643582 n=11 g_3=84300 Av_11=39832500
17643582,12,2431259,476570341,476570341,PASS,0.210214,tau=17643582 n=12 g_4=2431259 Av_12=476570341
17643852,11,84393,39832407,39832407,PASS,0.006549,tau=17643852 n=11 g_3=84393 Av_11=39832407
17643852,12,2436309,476565291,476565291,PASS,0.146917,tau=17643852 n=12 g_4=2436309 Av_12=476565291
17645328,11,84110,39832690,39832690,PASS,0.010445,tau=17645328 n=11 g_3=84110 Av_11=39832690
17645328,12,2420622,476580978,476580978,PASS,0.190741,tau=17645328 n=12 g_4=2420622 Av_12=476580978
17645382,11,84204,39832596,39832596,PASS,0.008385,tau=17645382 n=11 g_3=84204 Av_11=39832596
17645382,12,2425880,476575720,476575720,PASS,0.155534,tau=17645382 n=12 g_4=2425880 Av_12=476575720
17645823,11,84207,39832593,39832593,PASS,0.006369,tau=17645823 n=11 g_3=84207 Av_11=39832593
17645823,12,2426185,476575415,476575415,PASS,0.144791,tau=17645823 n=12 g_4=2426185 Av_12=476575415
17645832,11,84207,39832593,39832593,PASS,0.008205,tau=17645832 n=11 g_3=84207 Av_11=39832593
17645832,12,2426179,476575421,476575421,PASS,0.172069,tau=17645832 n=12 g_4=2426179 Av_12=476575421
17648325,11,84390,39832410,39832410,PASS,0.010455,tau=17648325 n=11 g_3=84390 Av_11=39832410
17648325,12,2436085,476565515,476565515,PASS,0.154380,tau=17648325 n=12 g_4=2436085 Av_12=476565515
17648352,11,84468,39832332,39832332,PASS,0.006882,tau=17648352 n=11 g_3=84468 Av_11=39832332
17648352,12,2439620,476561980,476561980,PASS,0.171711,tau=17648352 n=12 g_4=2439620 Av_12=476561980
17648523,11,84372,39832428,39832428,PASS,0.006458,tau=17648523 n=11 g_3=84372 Av_11=39832428
17648523,12,2434228,476567372,476567372,PASS,0.147209,tau=17648523 n=12 g_4=2434228 Av_12=476567372
17648532,11,84371,39832429,39832429,PASS,0.007429,tau=17648532 n=11 g_3=84371 Av_11=39832429
17648532,12,2434114,476567486,476567486,PASS,0.183878,tau=17648532 n=12 g_4=2434114 Av_12=476567486
17653482,11,84203,39832597,39832597,PASS,0.007326,tau=17653482 n=11 g_3=84203 Av_11=39832597
17653482,12,2425762,476575838,476575838,PASS,0.155202,tau=17653482 n=12 g_4=2425762 Av_12=476575838
17653842,11,84377,39832423,39832423,PASS,0.006972,tau=17653842 n=11 g_3=84377 Av_11=39832423
17653842,12,2434710,476566890,476566890,PASS,0.144981,tau=17653842 n=12 g_4=2434710 Av_12=476566890
17654328,11,83922,39832878,39832878,PASS,0.009843,tau=17654328 n=11 g_3=83922 Av_11=39832878
17654328,12,2410179,476591421,476591421,PASS,0.195385,tau=17654328 n=12 g_4=2410179 Av_12=476591421
17654382,11,84105,39832695,39832695,PASS,0.007107,tau=17654382 n=11 g_3=84105 Av_11=39832695
17654382,12,2420122,476581478,476581478,PASS,0.166543,tau=17654382 n=12 g_4=2420122 Av_12=476581478
17654823,11,84115,39832685,39832685,PASS,0.007210,tau=17654823 n=11 g_3=84115 Av_11=39832685
17654823,12,2421169,476580431,476580431,PASS,0.201683,tau=17654823 n=12 g_4=2421169 Av_12=476580431
17654832,11,84112,39832688,39832688,PASS,0.009773,tau=17654832 n=11 g_3=84112 Av_11=39832688
17654832,12,2420855,476580745,476580745,PASS,0.166576,tau=17654832 n=12 g_4=2420855 Av_12=476580745
17658324,11,84121,39832679,39832679,PASS,0.010266,tau=17658324 n=11 g_3=84121 Av_11=39832679
17658324,12,2421846,476579754,476579754,PASS,0.194414,tau=17658324 n=12 g_4=2421846 Av_12=476579754
17658342,11,84116,39832684,39832684,PASS,0.010437,tau=17658342 n=11 g_3=84116 Av_11=39832684
17658342,12,2421264,476580336,476580336,PASS,0.156464,tau=17658342 n=12 g_4=2421264 Av_12=476580336
17658423,11,84116,39832684,39832684,PASS,0.010427,tau=17658423 n=11 g_3=84116 Av_11=39832684
17658423,12,2421260,476580340,476580340,PASS,0.177356,tau=17658423 n=12 g_4=2421260 Av_12=476580340
17658432,11,84112,39832688,39832688,PASS,0.009649,tau=17658432 n=11 g_3=84112 Av_11=39832688
17658432,12,2420837,476580763,476580763,PASS,0.187397,tau=17658432 n=12 g_4=2420837 Av_12=476580763
17683452,11,84109,39832691,39832691,PASS,0.007535,tau=17683452 n=11 g_3=84109 Av_11=39832691
17683452,12,2420574,476581026,476581026,PASS,0.145388,tau=17683452 n=12 g_4=2420574 Av_12=476581026
17683542,11,84206,39832594,39832594,PASS,0.007067,tau=17683542 n=11 g_3=84206 Av_11=39832594
17683542,12,2426060,476575540,476575540,PASS,0.148775,tau=17683542 n=12 g_4=2426060 Av_12=476575540
17684352,11,84206,39832594,39832594,PASS,0.010612,tau=17684352 n=11 g_3=84206 Av_11=39832594
17684352,12,2426061,476575539,476575539,PASS,0.160553,tau=17684352 n=12 g_4=2426061 Av_12=476575539
17684523,11,84109,39832691,39832691,PASS,0.008467,tau=17684523 n=11 g_3=84109 Av_11=39832691
17684523,12,2420548,476581052,476581052,PASS,0.192064,tau=17684523 n=12 g_4=2420548 Av_12=476581052
17684532,11,84109,39832691,39832691,PASS,0.007011,tau=17684532 n=11 g_3=84109 Av_11=39832691
17684532,12,2420553,476581047,476581047,PASS,0.198725,tau=17684532 n=12 g_4=2420553 Av_12=476581047
17685324,11,84194,39832606,39832606,PASS,0.007296,tau=17685324 n=11 g_3=84194 Av_11=39832606
17685324,12,2424929,476576671,476576671,PASS,0.149941,tau=17685324 n=12 g_4=2424929 Av_12=476576671
17685342,11,84108,39832692,39832692,PASS,0.008443,tau=17685342 n=11 g_3=84108 Av_11=39832692
17685342,12,2420454,476581146,476581146,PASS,0.145619,tau=17685342 n=12 g_4=2420454 Av_12=476581146
17685423,11,84109,39832691,39832691,PASS,0.007840,tau=17685423 n=11 g_3=84109 Av_11=39832691
17685423,12,2420558,476581042,476581042,PASS,0.154747,tau=17685423 n=12 g_4=2420558 Av_12=476581042
17685432,11,84104,39832696,39832696,PASS,0.008096,tau=17685432 n=11 g_3=84104 Av_11=39832696
17685432,12,2420010,476581590,476581590,PASS,0.147967,tau=17685432 n=12 g_4=2420010 Av_12=476581590
17834562,11,84019,39832781,39832781,PASS,0.007459,tau=17834562 n=11 g_3=84019 Av_11=39832781
17834562,12,2415756,476585844,476585844,PASS,0.154283,tau=17834562 n=12 g_4=2415756 Av_12=476585844
17834652,11,84204,39832596,39832596,PASS,0.007044,tau=17834652 n=11 g_3=84204 Av_11=39832596
17834652,12,2425845,476575755,476575755,PASS,0.149577,tau=17834652 n=12 g_4=2425845 Av_12=476575755
17835462,11,84201,39832599,39832599,PASS,0.008581,tau=17835462 n=11 g_3=84201 Av_11=39832599
17835462,12,2425533,476576067,476576067,PASS,0.225535,tau=17835462 n=12 g_4=2425533 Av_12=476576067
17835642,11,84287,39832513,39832513,PASS,0.007170,tau=17835642 n=11 g_3=84287 Av_11=39832513
17835642,12,2429926,476571674,476571674,PASS,0.210480,tau=17835642 n=12 g_4=2429926 Av_12=476571674
17836452,11,84287,39832513,39832513,PASS,0.007351,tau=17836452 n=11 g_3=84287 Av_11=39832513
17836452,12,2429935,476571665,476571665,PASS,0.147357,tau=17836452 n=12 g_4=2429935 Av_12=476571665
17836542,11,84208,39832592,39832592,PASS,0.006899,tau=17836542 n=11 g_3=84208 Av_11=39832592
17836542,12,2426223,476575377,476575377,PASS,0.149419,tau=17836542 n=12 g_4=2426223 Av_12=476575377
17843562,11,84204,39832596,39832596,PASS,0.007325,tau=17843562 n=11 g_3=84204 Av_11=39832596
17843562,12,2425845,476575755,476575755,PASS,0.157098,tau=17843562 n=12 g_4=2425845 Av_12=476575755
17843652,11,84206,39832594,39832594,PASS,0.009830,tau=17843652 n=11 g_3=84206 Av_11=39832594
17843652,12,2426030,476575570,476575570,PASS,0.234418,tau=17843652 n=12 g_4=2426030 Av_12=476575570
17845362,11,84287,39832513,39832513,PASS,0.009623,tau=17845362 n=11 g_3=84287 Av_11=39832513
17845362,12,2429937,476571663,476571663,PASS,0.152080,tau=17845362 n=12 g_4=2429937 Av_12=476571663
17845623,11,84019,39832781,39832781,PASS,0.009874,tau=17845623 n=11 g_3=84019 Av_11=39832781
17845623,12,2415738,476585862,476585862,PASS,0.237439,tau=17845623 n=12 g_4=2415738 Av_12=476585862
17845632,11,84019,39832781,39832781,PASS,0.007007,tau=17845632 n=11 g_3=84019 Av_11=39832781
17845632,12,2415747,476585853,476585853,PASS,0.168956,tau=17845632 n=12 g_4=2415747 Av_12=476585853
17846352,11,84283,39832517,39832517,PASS,0.007302,tau=17846352 n=11 g_3=84283 Av_11=39832517
17846352,12,2429500,476572100,476572100,PASS,0.169125,tau=17846352 n=12 g_4=2429500 Av_12=476572100
17846523,11,84198,39832602,39832602,PASS,0.010646,tau=17846523 n=11 g_3=84198 Av_11=39832602
17846523,12,2425225,476576375,476576375,PASS,0.181669,tau=17846523 n=12 g_4=2425225 Av_12=476576375
17846532,11,84198,39832602,39832602,PASS,0.010158,tau=17846532 n=11 g_3=84198 Av_11=39832602
17846532,12,2425199,476576401,476576401,PASS,0.196488,tau=17846532 n=12 g_4=2425199 Av_12=476576401
17853462,11,84287,39832513,39832513,PASS,0.010642,tau=17853462 n=11 g_3=84287 Av_11=39832513
17853462,12,2429938,476571662,476571662,PASS,0.151050,tau=17853462 n=12 g_4=2429938 Av_12=476571662
17853642,11,84283,39832517,39832517,PASS,0.006943,tau=17853642 n=11 g_3=84283 Av_11=39832517
17853642,12,2429490,476572110,476572110,PASS,0.151227,tau=17853642 n=12 g_4=2429490 Av_12=476572110
17854362,11,84208,39832592,39832592,PASS,0.007154,tau=17854362 n=11 g_3=84208 Av_11=39832592
17854362,12,2426240,476575360,476575360,PASS,0.218779,tau=17854362 n=12 g_4=2426240 Av_12=476575360
17854623,11,84198,39832602,39832602,PASS,0.007121,tau=17854623 n=11 g_3=84198 Av_11=39832602
17854623,12,2425220,476576380,476576380,PASS,0.216750,tau=17854623 n=12 g_4=2425220 Av_12=476576380
17854632,11,84198,39832602,39832602,PASS,0.006755,tau=17854632 n=11 g_3=84198 Av_11=39832602
17854632,12,2425202,476576398,476576398,PASS,0.147736,tau=17854632 n=12 g_4=2425202 Av_12=476576398
17856342,11,84014,39832786,39832786,PASS,0.007723,tau=17856342 n=11 g_3=84014 Av_11=39832786
17856342,12,2415220,476586380,476586380,PASS,0.155011,tau=17856342 n=12 g_4=2415220 Av_12=476586380
17856423,11,84019,39832781,39832781,PASS,0.007267,tau=17856423 n=11 g_3=84019 Av_11=39832781
17856423,12,2415741,476585859,476585859,PASS,0.151814,tau=17856423 n=12 g_4=2415741 Av_12=476585859
17856432,11,84017,39832783,39832783,PASS,0.008510,tau=17856432 n=11 g_3=84017 Av_11=39832783
17856432,12,2415523,476586077,476586077,PASS,0.156859,tau=17856432 n=12 g_4=2415523 Av_12=476586077
17863452,11,84019,39832781,39832781,PASS,0.007958,tau=17863452 n=11 g_3=84019 Av_11=39832781
17863452,12,2415769,476585831,476585831,PASS,0.164529,tau=17863452 n=12 g_4=2415769 Av_12=476585831
17863542,11,84194,39832606,39832606,PASS,0.007627,tau=17863542 n=11 g_3=84194 Av_11=39832606
17863542,12,2424850,476576750,476576750,PASS,0.164871,tau=17863542 n=12 g_4=2424850 Av_12=476576750
17864352,11,84194,39832606,39832606,PASS,0.007107,tau=17864352 n=11 g_3=84194 Av_11=39832606
17864352,12,2424866,476576734,476576734,PASS,0.153602,tau=17864352 n=12 g_4=2424866 Av_12=476576734
17864532,11,84019,39832781,39832781,PASS,0.007062,tau=17864532 n=11 g_3=84019 Av_11=39832781
17864532,12,2415731,476585869,476585869,PASS,0.178458,tau=17864532 n=12 g_4=2415731 Av_12=476585869
17865342,11,84019,39832781,39832781,PASS,0.009203,tau=17865342 n=11 g_3=84019 Av_11=39832781
17865342,12,2415748,476585852,476585852,PASS,0.198809,tau=17865342 n=12 g_4=2415748 Av_12=476585852
17865423,11,84020,39832780,39832780,PASS,0.008909,tau=17865423 n=11 g_3=84020 Av_11=39832780
17865423,12,2415836,476585764,476585764,PASS,0.168640,tau=17865423 n=12 g_4=2415836 Av_12=476585764
17865432,11,84013,39832787,39832787,PASS,0.007103,tau=17865432 n=11 g_3=84013 Av_11=39832787
17865432,12,2415101,476586499,476586499,PASS,0.153525,tau=17865432 n=12 g_4=2415101 Av_12=476586499
18345672,11,84019,39832781,39832781,PASS,0.010539,tau=18345672 n=11 g_3=84019 Av_11=39832781
18345672,12,2415744,476585856,476585856,PASS,0.227013,tau=18345672 n=12 g_4=2415744 Av_12=476585856
18345762,11,84200,39832600,39832600,PASS,0.007572,tau=18345762 n=11 g_3=84200 Av_11=39832600
18345762,12,2425482,476576118,476576118,PASS,0.217337,tau=18345762 n=12 g_4=2425482 Av_12=476576118
18346572,11,84203,39832597,39832597,PASS,0.007191,tau=18346572 n=11 g_3=84203 Av_11=39832597
18346572,12,2425759,476575841,476575841,PASS,0.189482,tau=18346572 n=12 g_4=2425759 Av_12=476575841
18346752,11,84295,39832505,39832505,PASS,0.007235,tau=18346752 n=11 g_3=84295 Av_11=39832505
18346752,12,2430738,476570862,476570862,PASS,0.147636,tau=18346752 n=12 g_4=2430738 Av_12=476570862
18347652,11,84210,39832590,39832590,PASS,0.007773,tau=18347652 n=11 g_3=84210 Av_11=39832590
18347652,12,2426483,476575117,476575117,PASS,0.190891,tau=18347652 n=12 g_4=2426483 Av_12=476575117
18354672,11,84203,39832597,39832597,PASS,0.009462,tau=18354672 n=11 g_3=84203 Av_11=39832597
18354672,12,2425759,476575841,476575841,PASS,0.158543,tau=18354672 n=12 g_4=2425759 Av_12=476575841
18354762,11,84205,39832595,39832595,PASS,0.007423,tau=18354762 n=11 g_3=84205 Av_11=39832595
18354762,12,2425964,476575636,476575636,PASS,0.145507,tau=18354762 n=12 g_4=2425964 Av_12=476575636
18356472,11,84379,39832421,39832421,PASS,0.007124,tau=18356472 n=11 g_3=84379 Av_11=39832421
18356472,12,2434937,476566663,476566663,PASS,0.200547,tau=18356472 n=12 g_4=2434937 Av_12=476566663
18356742,11,84291,39832509,39832509,PASS,0.007127,tau=18356742 n=11 g_3=84291 Av_11=39832509
18356742,12,2430336,476571264,476571264,PASS,0.145756,tau=18356742 n=12 g_4=2430336 Av_12=476571264
18357462,11,84378,39832422,39832422,PASS,0.007423,tau=18357462 n=11 g_3=84378 Av_11=39832422
18357462,12,2434809,476566791,476566791,PASS,0.173940,tau=18357462 n=12 g_4=2434809 Av_12=476566791
18357642,11,84382,39832418,39832418,PASS,0.010025,tau=18357642 n=11 g_3=84382 Av_11=39832418
18357642,12,2435237,476566363,476566363,PASS,0.190332,tau=18357642 n=12 g_4=2435237 Av_12=476566363
18365472,11,84213,39832587,39832587,PASS,0.010141,tau=18365472 n=11 g_3=84213 Av_11=39832587
18365472,12,2426774,476574826,476574826,PASS,0.200443,tau=18365472 n=12 g_4=2426774 Av_12=476574826
18365742,11,84384,39832416,39832416,PASS,0.008984,tau=18365742 n=11 g_3=84384 Av_11=39832416
18365742,12,2435436,476566164,476566164,PASS,0.148090,tau=18365742 n=12 g_4=2435436 Av_12=476566164
18367452,11,84297,39832503,39832503,PASS,0.007663,tau=18367452 n=11 g_3=84297 Av_11=39832503
18367452,12,2430914,476570686,476570686,PASS,0.220318,tau=18367452 n=12 g_4=2430914 Av_12=476570686
18367542,11,84296,39832504,39832504,PASS,0.007020,tau=18367542 n=11 g_3=84296 Av_11=39832504
18367542,12,2430859,476570741,476570741,PASS,0.146492,tau=18367542 n=12 g_4=2430859 Av_12=476570741
18375642,11,84294,39832506,39832506,PASS,0.010373,tau=18375642 n=11 g_3=84294 Av_11=39832506
18375642,12,2430654,476570946,476570946,PASS,0.204384,tau=18375642 n=12 g_4=2430654 Av_12=476570946
18376542,11,84200,39832600,39832600,PASS,0.006864,tau=18376542 n=11 g_3=84200 Av_11=39832600
18376542,12,2425459,476576141,476576141,PASS,0.146369,tau=18376542 n=12 g_4=2425459 Av_12=476576141
18435672,11,84200,39832600,39832600,PASS,0.007030,tau=18435672 n=11 g_3=84200 Av_11=39832600
18435672,12,2425482,476576118,476576118,PASS,0.187574,tau=18435672 n=12 g_4=2425482 Av_12=476576118
18435762,11,84214,39832586,39832586,PASS,0.008246,tau=18435762 n=11 g_3=84214 Av_11=39832586
18435762,12,2426854,476574746,476574746,PASS,0.195249,tau=18435762 n=12 g_4=2426854 Av_12=476574746
18436572,11,84205,39832595,39832595,PASS,0.007149,tau=18436572 n=11 g_3=84205 Av_11=39832595
18436572,12,2425964,476575636,476575636,PASS,0.147242,tau=18436572 n=12 g_4=2425964 Av_12=476575636
18436752,11,84301,39832499,39832499,PASS,0.008518,tau=18436752 n=11 g_3=84301 Av_11=39832499
18436752,12,2431351,476570249,476570249,PASS,0.196769,tau=18436752 n=12 g_4=2431351 Av_12=476570249
18437652,11,84210,39832590,39832590,PASS,0.007306,tau=18437652 n=11 g_3=84210 Av_11=39832590
18437652,12,2426481,476575119,476575119,PASS,0.150100,tau=18437652 n=12 g_4=2426481 Av_12=476575119
18453672,11,84295,39832505,39832505,PASS,0.007766,tau=18453672 n=11 g_3=84295 Av_11=39832505
18453672,12,2430753,476570847,476570847,PASS,0.195717,tau=18453672 n=12 g_4=2430753 Av_12=476570847
18453762,11,84301,39832499,39832499,PASS,0.006835,tau=18453762 n=11 g_3=84301 Av_11=39832499
18453762,12,2431366,476570234,476570234,PASS,0.155185,tau=18453762 n=12 g_4=2431366 Av_12=476570234
18456372,11,84291,39832509,39832509,PASS,0.010316,tau=18456372 n=11 g_3=84291 Av_11=39832509
18456372,12,2430347,476571253,476571253,PASS,0.150066,tau=18456372 n=12 g_4=2430347 Av_12=476571253
18456732,11,84019,39832781,39832781,PASS,0.011399,tau=18456732 n=11 g_3=84019 Av_11=39832781
18456732,12,2415757,476585843,476585843,PASS,0.148841,tau=18456732 n=12 g_4=2415757 Av_12=476585843
18457362,11,84464,39832336,39832336,PASS,0.007240,tau=18457362 n=11 g_3=84464 Av_11=39832336
18457362,12,2439209,476562391,476562391,PASS,0.148549,tau=18457362 n=12 g_4=2439209 Av_12=476562391
